Order_ID,Customer_ID,Order_Date,Year,Month,Day,Day_Of_Week,Quarter,Customer_Age,Customer_Gender,Country,City,Customer_Segment,Product_ID,Product_Category,Product_Subcategory,Brand,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Coupon_Used,Shipping_Cost,Tax_Amount,Order_Amount,Payment_Method,Device_Type,Traffic_Source,Membership_Status,Shipping_Method,Warehouse_Region,Delivery_Days,Order_Status,Returned,Review_Rating,Customer_Lifetime_Value,Profit_Margin_Percent,Profit_Amount,Season,Holiday_Season,High_Value_Order
615338,CUST008275,2025-02-28,2025,2,28,Friday,1,29,Male,United States,Dubai,New,PROD02387,Fashion,Women Clothing,FreshMart,54.75,1,10,5.48,Yes,14.81,2.44,66.52,Debit Card,Desktop,Organic Search,Silver,Express,South,2,Returned,Yes,3.6,843.55,22.51,14.97,Winter,Yes,No
617454,CUST006366,2025-03-01,2025,3,1,Saturday,1,18,Male,United States,London,Returning,PROD00657,Home & Kitchen,Appliances,Nova,90.64,2,5,9.06,No,6.51,7.43,186.16,Cash on Delivery,Mobile,Direct,Silver,Standard,East,7,Delivered,No,3.5,608.34,35.87,66.78,Spring,No,No
629170,CUST002823,2025-03-01,2025,3,1,Saturday,1,45,Male,Germany,London,New,PROD02098,Home & Kitchen,Decor,QuickCart,97.7,3,30,87.93,Yes,17.44,30.07,252.68,Wallet,Mobile,Social Media,Standard,Express,Central,3,Delivered,No,4.3,3571.57,17.75,44.85,Spring,No,No
600743,CUST005405,2025-03-01,2025,3,1,Saturday,1,24,Male,United States,Riyadh,New,PROD00938,Fashion,Bags,PrimePlus,51.9,4,25,51.9,Yes,12.81,21.51,190.02,Bank Transfer,Mobile,Direct,Silver,Standard,South,8,Returned,Yes,2.9,963.98,15.66,29.76,Spring,No,No
607857,CUST005819,2025-03-01,2025,3,1,Saturday,1,56,Female,Germany,Berlin,Returning,PROD00357,Home & Kitchen,Appliances,FreshMart,87.12,3,0,0.0,No,8.55,16.68,286.59,Bank Transfer,Desktop,Direct,Silver,Standard,Central,7,Delivered,No,3.8,5387.67,33.44,95.84,Spring,No,No
606141,CUST006043,2025-03-01,2025,3,1,Saturday,1,36,Female,Australia,London,New,PROD00383,Electronics,Mobile,ValueMax,333.28,1,15,49.99,Yes,17.24,23.02,323.55,Wallet,Mobile,Referral,Gold,Same Day,North,2,Shipped,No,4.4,1585.72,14.16,45.81,Spring,No,No
600335,CUST007963,2025-03-01,2025,3,1,Saturday,1,32,Male,France,London,Returning,PROD02225,Electronics,Laptop,ValueMax,630.68,4,10,252.27,Yes,4.59,96.86,2371.9,PayPal,Mobile,Referral,Platinum,Standard,North,5,Delivered,No,5.0,19829.69,34.28,813.09,Spring,No,Yes
615559,CUST007088,2025-03-01,2025,3,1,Saturday,1,18,Male,Australia,Karachi,Loyal,PROD00840,Groceries,Dairy,Zenith,15.43,4,30,18.52,Yes,7.38,2.81,53.39,Debit Card,Mobile,Social Media,Silver,Standard,Central,4,Cancelled,No,4.1,818.74,18.91,10.1,Spring,No,No
623910,CUST002916,2025-03-01,2025,3,1,Saturday,1,53,Male,India,New York,New,PROD00537,Groceries,Dairy,FreshMart,27.34,2,25,13.67,Yes,7.88,4.87,53.76,Bank Transfer,Desktop,Organic Search,Gold,Standard,South,7,Delivered,No,4.0,392.7,19.15,10.3,Spring,No,No
608740,CUST005601,2025-03-01,2025,3,1,Saturday,1,39,Male,Pakistan,London,Premium,PROD01682,Books,Education,Apex,47.06,4,0,0.0,Yes,13.47,10.94,212.65,Cash on Delivery,Desktop,Social Media,Standard,Pickup,South,5,Cancelled,No,5.0,3162.18,24.13,51.31,Spring,No,No
610874,CUST001116,2025-03-01,2025,3,1,Saturday,1,34,Male,Pakistan,Karachi,Returning,PROD00455,Groceries,Fresh Produce,FreshMart,19.21,2,0,0.0,Yes,3.85,1.98,44.25,Bank Transfer,Desktop,Organic Search,Standard,Pickup,East,4,Returned,Yes,2.8,225.46,30.34,13.43,Spring,No,No
626340,CUST008400,2025-03-01,2025,3,1,Saturday,1,18,Male,Australia,Riyadh,New,PROD01477,Home & Kitchen,Furniture,ValueMax,211.78,3,5,31.77,No,9.69,64.08,677.34,Bank Transfer,Mobile,Social Media,Standard,Standard,South,3,Delivered,No,4.1,12129.8,34.55,234.02,Spring,No,Yes
618736,CUST002537,2025-03-01,2025,3,1,Saturday,1,34,Female,United States,Riyadh,Returning,PROD01077,Fashion,Bags,PrimePlus,34.18,2,15,10.25,Yes,0.0,3.97,62.08,Credit Card,Desktop,Paid Ads,Platinum,Standard,South,4,Delivered,No,4.6,112.56,32.62,20.25,Spring,Yes,No
621074,CUST003633,2025-03-01,2025,3,1,Saturday,1,41,Male,United Kingdom,Berlin,Returning,PROD00008,Fashion,Bags,Nova,71.25,1,40,28.5,Yes,12.53,4.44,59.72,Wallet,Mobile,Social Media,Silver,Express,North,4,Delivered,No,4.5,309.43,27.62,16.49,Spring,No,No
606925,CUST000846,2025-03-01,2025,3,1,Saturday,1,42,Female,United States,New York,Returning,PROD00522,Toys,Action Figures,Apex,34.65,3,25,25.99,Yes,8.37,12.0,98.33,Credit Card,Mobile,Referral,Standard,Standard,South,1,Shipped,No,4.1,899.75,15.29,15.03,Spring,No,No
619334,CUST008545,2025-03-01,2025,3,1,Saturday,1,44,Male,UAE,Toronto,Returning,PROD01483,Toys,Action Figures,Nova,66.6,1,15,9.99,Yes,3.96,3.09,63.66,Cash on Delivery,Mobile,Direct,Standard,Standard,Central,6,Cancelled,No,5.0,816.82,4.24,2.7,Spring,No,No
610629,CUST008451,2025-03-01,2025,3,1,Saturday,1,18,Male,India,Karachi,Returning,PROD00783,Electronics,Mobile,EcoLife,357.75,6,25,536.62,Yes,22.48,68.95,1701.31,PayPal,Mobile,Organic Search,Standard,Express,West,3,Processing,No,5.0,29560.83,8.56,145.63,Spring,No,Yes
617413,CUST006170,2025-03-01,2025,3,1,Saturday,1,18,Male,France,Dubai,Returning,PROD00671,Sports,Outdoor,ValueMax,63.71,3,15,28.67,Yes,6.19,17.87,186.52,Wallet,Mobile,Social Media,Standard,Standard,East,3,Delivered,No,4.8,616.16,14.41,26.88,Spring,No,No
625610,CUST008179,2025-03-01,2025,3,1,Saturday,1,51,Female,Australia,Paris,Returning,PROD00698,Home & Kitchen,Cookware,ValueMax,285.6,2,30,171.36,Yes,2.11,56.35,458.3,PayPal,Desktop,Paid Ads,Standard,Standard,Central,4,Delivered,No,3.9,3331.2,26.76,122.64,Spring,No,Yes
605158,CUST004731,2025-03-01,2025,3,1,Saturday,1,39,Male,UAE,Sydney,New,PROD02027,Fashion,Shoes,PrimePlus,70.46,3,15,31.71,Yes,8.64,7.07,195.38,Wallet,Mobile,Email,Standard,Standard,West,8,Shipped,No,4.1,1461.24,18.99,37.1,Spring,No,No
624309,CUST001357,2025-03-01,2025,3,1,Saturday,1,44,Male,United Kingdom,London,Loyal,PROD02477,Sports,Fitness,Apex,55.46,2,5,5.55,No,9.23,9.96,124.56,Bank Transfer,Mobile,Referral,Standard,Standard,East,5,Delivered,No,4.1,1646.76,26.69,33.25,Spring,No,No
603304,CUST006023,2025-03-01,2025,3,1,Saturday,1,45,Male,United Kingdom,Berlin,Loyal,PROD00744,Sports,Equipment,Zenith,86.97,2,25,43.48,Yes,12.03,6.68,149.17,Cash on Delivery,Desktop,Referral,Silver,Express,South,4,Delivered,No,4.5,1068.78,12.0,17.9,Spring,No,No
603212,CUST004168,2025-03-01,2025,3,1,Saturday,1,42,Other,France,Dubai,Premium,PROD00145,Beauty,Fragrance,FreshMart,77.89,2,0,0.0,No,16.99,13.26,186.03,Debit Card,Desktop,Paid Ads,Silver,Express,South,5,Delivered,No,5.0,2824.85,26.44,49.19,Spring,No,No
622266,CUST005921,2025-03-02,2025,3,2,Sunday,1,18,Male,UAE,Berlin,Loyal,PROD00190,Books,Non-Fiction,UrbanCo,13.73,5,30,20.6,Yes,19.17,3.14,70.36,PayPal,Mobile,Referral,Silver,Express,West,2,Delivered,No,4.3,1136.42,20.03,14.09,Spring,No,No
608366,CUST006020,2025-03-02,2025,3,2,Sunday,1,45,Female,Germany,Karachi,Loyal,PROD00492,Sports,Outdoor,PrimePlus,50.71,1,25,12.68,Yes,0.0,2.64,40.67,PayPal,Mobile,Referral,Gold,Standard,West,7,Returned,Yes,2.3,1079.14,14.65,5.96,Spring,No,No
625650,CUST004840,2025-03-02,2025,3,2,Sunday,1,50,Male,India,Mumbai,Returning,PROD01175,Electronics,Laptop,FreshMart,549.75,3,0,0.0,No,11.03,103.24,1763.52,PayPal,Desktop,Email,Platinum,Express,East,5,Delivered,No,4.5,8939.89,20.6,363.29,Spring,No,Yes
622909,CUST006066,2025-03-02,2025,3,2,Sunday,1,30,Other,UAE,Berlin,Returning,PROD01913,Groceries,Dairy,PrimePlus,19.8,3,10,5.94,Yes,6.25,4.33,64.04,Wallet,Desktop,Direct,Standard,Standard,Central,4,Delivered,No,4.7,511.98,45.67,29.25,Spring,No,No
602097,CUST007992,2025-03-02,2025,3,2,Sunday,1,39,Female,UAE,Paris,Premium,PROD01173,Electronics,Accessories,Nova,653.37,1,20,130.67,Yes,3.97,72.58,599.25,Debit Card,Desktop,Referral,Silver,Standard,East,3,Delivered,No,4.9,13115.76,23.74,142.26,Spring,No,Yes
608326,CUST001633,2025-03-02,2025,3,2,Sunday,1,62,Male,Saudi Arabia,Sydney,Returning,PROD01914,Home & Kitchen,Decor,PrimePlus,104.56,3,10,31.37,Yes,11.43,11.16,304.9,Debit Card,Mobile,Direct,Gold,Express,Central,3,Delivered,No,4.8,2810.85,22.71,69.24,Spring,No,No
615454,CUST007318,2025-03-02,2025,3,2,Sunday,1,49,Female,Saudi Arabia,Sydney,Premium,PROD02037,Electronics,Laptop,UrbanCo,445.01,2,5,44.5,No,10.77,38.52,894.81,Cash on Delivery,Tablet,Direct,Standard,Express,West,3,Shipped,No,3.4,3306.72,15.06,134.76,Spring,No,Yes
611672,CUST007615,2025-03-02,2025,3,2,Sunday,1,51,Female,France,Dubai,Loyal,PROD01548,Electronics,Laptop,Nova,284.6,3,20,170.76,Yes,7.41,42.29,732.74,Cash on Delivery,Tablet,Direct,Standard,Standard,West,5,Returned,Yes,2.2,10069.45,15.01,109.98,Spring,No,Yes
609128,CUST003337,2025-03-02,2025,3,2,Sunday,1,32,Female,France,Sydney,Loyal,PROD00038,Toys,Board Games,Apex,23.43,3,30,21.09,Yes,6.67,7.95,63.82,Cash on Delivery,Desktop,Email,Standard,Standard,West,6,Delivered,No,3.8,1350.49,17.02,10.86,Spring,No,No
608611,CUST007490,2025-03-02,2025,3,2,Sunday,1,34,Male,India,Riyadh,Premium,PROD00229,Toys,Board Games,Nova,41.6,7,15,43.68,Yes,15.27,12.34,275.13,Debit Card,Mobile,Referral,Silver,Standard,North,9,Delivered,No,2.4,1873.5,25.83,71.07,Spring,No,No
624210,CUST004992,2025-03-02,2025,3,2,Sunday,1,50,Female,Germany,Mumbai,Loyal,PROD00176,Groceries,Beverages,ValueMax,14.44,1,0,0.0,No,5.03,0.92,20.39,Wallet,Desktop,Referral,Standard,Standard,Central,8,Delivered,No,1.8,560.34,28.22,5.75,Spring,No,No
602834,CUST008012,2025-03-02,2025,3,2,Sunday,1,41,Female,Germany,Mumbai,New,PROD01453,Home & Kitchen,Decor,PrimePlus,96.19,1,20,19.24,Yes,7.88,9.91,94.74,Bank Transfer,Tablet,Paid Ads,Standard,Standard,East,4,Delivered,No,4.1,1368.59,21.18,20.07,Spring,No,No
610063,CUST005762,2025-03-02,2025,3,2,Sunday,1,47,Male,Germany,Dubai,Returning,PROD00742,Fashion,Women Clothing,Zenith,66.87,4,5,13.37,No,7.42,24.66,286.19,Wallet,Mobile,Direct,Standard,Standard,North,9,Delivered,No,3.4,1248.23,28.74,82.25,Spring,No,No
625912,CUST007375,2025-03-02,2025,3,2,Sunday,1,43,Male,France,Paris,New,PROD02196,Home & Kitchen,Decor,ValueMax,144.92,4,15,86.95,Yes,16.07,66.6,575.4,Wallet,Mobile,Organic Search,Standard,Express,North,1,Delivered,No,4.1,8412.95,30.74,176.88,Spring,No,Yes
617707,CUST002585,2025-03-02,2025,3,2,Sunday,1,31,Male,Pakistan,Sydney,Returning,PROD01148,Fashion,Bags,Trendify,50.57,2,0,0.0,No,6.72,11.41,119.27,Bank Transfer,Mobile,Organic Search,Silver,Standard,North,4,Delivered,No,3.9,2346.35,30.63,36.53,Spring,No,No
624947,CUST003259,2025-03-02,2025,3,2,Sunday,1,42,Female,France,New York,New,PROD02236,Fashion,Women Clothing,EcoLife,84.52,2,35,59.16,Yes,8.83,18.79,137.5,Credit Card,Mobile,Referral,Standard,Pickup,Central,7,Delivered,No,3.8,922.39,22.91,31.5,Spring,No,No
614951,CUST005595,2025-03-02,2025,3,2,Sunday,1,36,Female,UAE,Paris,Premium,PROD00638,Fashion,Bags,FreshMart,43.19,3,10,12.96,Yes,14.64,4.01,135.26,Credit Card,Mobile,Social Media,Gold,Express,East,4,Delivered,No,5.0,3103.12,36.6,49.51,Spring,No,No
603063,CUST003890,2025-03-02,2025,3,2,Sunday,1,41,Male,United States,Dubai,Loyal,PROD00434,Electronics,Headphones,Trendify,1059.64,6,0,0.0,No,27.59,219.3,6604.73,Credit Card,Mobile,Social Media,Silver,Same Day,North,1,Cancelled,No,4.1,16101.55,36.79,2429.88,Spring,No,Yes
622424,CUST005134,2025-03-02,2025,3,2,Sunday,1,45,Male,UAE,Sydney,Premium,PROD02155,Groceries,Dairy,FreshMart,29.09,1,35,10.18,Yes,5.92,1.59,26.42,Wallet,Desktop,Referral,Silver,Standard,South,2,Delivered,No,4.1,1780.01,16.87,4.46,Spring,No,No
629986,CUST002632,2025-03-03,2025,3,3,Monday,1,38,Male,Germany,Sydney,New,PROD01672,Groceries,Dairy,UrbanCo,15.35,7,10,10.74,Yes,8.92,5.9,111.53,Bank Transfer,Mobile,Referral,Standard,Standard,East,7,Cancelled,No,3.8,1670.8,22.72,25.34,Spring,No,No
603504,CUST001428,2025-03-03,2025,3,3,Monday,1,68,Male,UAE,Paris,New,PROD01552,Toys,Educational,FreshMart,64.89,1,30,19.47,Yes,5.4,6.42,57.24,Wallet,Tablet,Direct,Standard,Standard,Central,8,Returned,Yes,3.3,815.11,19.15,10.96,Spring,No,No
628444,CUST001895,2025-03-03,2025,3,3,Monday,1,28,Male,UAE,Toronto,New,PROD02328,Groceries,Beverages,QuickCart,11.34,2,25,5.67,Yes,4.15,1.57,22.73,PayPal,Mobile,Direct,Standard,Standard,East,8,Shipped,No,4.0,20.0,18.5,4.21,Spring,No,No
619705,CUST008953,2025-03-03,2025,3,3,Monday,1,38,Male,Pakistan,New York,New,PROD00818,Home & Kitchen,Decor,PrimePlus,181.15,1,5,9.06,Yes,6.35,14.48,192.92,Bank Transfer,Mobile,Social Media,Standard,Standard,West,4,Delivered,No,3.7,2194.01,23.66,45.64,Spring,No,No
608633,CUST008289,2025-03-03,2025,3,3,Monday,1,54,Female,France,Dubai,Returning,PROD01656,Electronics,Mobile,Apex,345.4,2,5,34.54,No,8.79,45.66,710.71,Bank Transfer,Mobile,Email,Silver,Standard,South,5,Delivered,No,3.3,12880.71,7.62,54.16,Spring,No,Yes
601338,CUST003182,2025-03-03,2025,3,3,Monday,1,34,Male,France,Mumbai,Loyal,PROD00217,Sports,Fitness,EcoLife,73.54,1,0,0.0,No,5.63,4.63,83.8,Wallet,Desktop,Email,Standard,Standard,West,3,Returned,Yes,2.7,808.85,27.19,22.79,Spring,No,No
618125,CUST001673,2025-03-03,2025,3,3,Monday,1,39,Female,Pakistan,Karachi,New,PROD00233,Sports,Outdoor,ValueMax,112.38,6,30,202.28,Yes,11.13,43.12,526.25,Bank Transfer,Mobile,Paid Ads,Standard,Standard,East,8,Delivered,No,5.0,6397.06,26.26,138.19,Spring,No,Yes
601210,CUST007677,2025-03-03,2025,3,3,Monday,1,39,Male,Australia,New York,New,PROD00119,Fashion,Women Clothing,EcoLife,142.86,4,15,85.72,Yes,17.0,48.1,550.82,Wallet,Desktop,Organic Search,Silver,Express,West,2,Delivered,No,3.9,1431.31,21.92,120.74,Spring,No,Yes
604746,CUST007385,2025-03-03,2025,3,3,Monday,1,39,Male,Canada,Karachi,New,PROD00985,Beauty,Haircare,EcoLife,17.05,4,10,6.82,Yes,10.12,3.73,75.23,Debit Card,Mobile,Paid Ads,Standard,Standard,West,5,Delivered,No,4.2,839.82,25.74,19.36,Spring,No,No
616695,CUST003157,2025-03-03,2025,3,3,Monday,1,47,Female,Canada,London,Loyal,PROD02107,Electronics,Accessories,Zenith,224.59,4,0,0.0,No,10.09,84.51,992.96,PayPal,Desktop,Referral,Standard,Standard,North,7,Delivered,No,5.0,15780.54,22.12,219.64,Spring,No,Yes
609032,CUST005230,2025-03-03,2025,3,3,Monday,1,34,Male,France,Dubai,Returning,PROD01354,Sports,Outdoor,ValueMax,86.57,1,0,0.0,No,4.45,2.97,93.99,Bank Transfer,Desktop,Paid Ads,Standard,Pickup,East,5,Delivered,No,4.2,745.46,22.76,21.39,Spring,No,No
603241,CUST004170,2025-03-03,2025,3,3,Monday,1,57,Male,United Kingdom,Paris,Returning,PROD01174,Groceries,Snacks,Zenith,13.95,4,0,0.0,No,5.64,3.73,65.17,Wallet,Mobile,Email,Standard,Pickup,West,6,Delivered,No,3.9,1164.1,29.56,19.26,Spring,No,No
617027,CUST004031,2025-03-03,2025,3,3,Monday,1,30,Male,Pakistan,Sydney,New,PROD01694,Beauty,Skincare,QuickCart,39.46,2,25,19.73,Yes,1.94,9.34,70.47,PayPal,Tablet,Social Media,Platinum,Standard,East,7,Delivered,No,4.0,53.73,22.52,15.87,Spring,No,No
625055,CUST006646,2025-03-03,2025,3,3,Monday,1,37,Female,United States,Berlin,Returning,PROD01001,Electronics,Mobile,Nova,437.62,1,20,87.52,Yes,0.08,32.39,382.57,Debit Card,Mobile,Social Media,Gold,Standard,East,8,Delivered,No,3.8,7173.89,25.41,97.21,Spring,No,No
614965,CUST004991,2025-03-03,2025,3,3,Monday,1,32,Female,United States,Mumbai,Premium,PROD01540,Groceries,Dairy,Nova,14.87,7,0,0.0,No,9.8,8.57,122.46,Bank Transfer,Mobile,Social Media,Standard,Standard,East,2,Delivered,No,4.7,3228.09,6.45,7.9,Spring,No,No
610179,CUST000024,2025-03-03,2025,3,3,Monday,1,27,Female,Australia,Mumbai,Returning,PROD00518,Electronics,Mobile,EcoLife,383.48,1,0,0.0,No,8.57,35.95,428.0,Debit Card,Mobile,Email,Platinum,Express,North,4,Delivered,No,4.3,8185.43,21.15,90.52,Spring,No,Yes
604255,CUST008234,2025-03-03,2025,3,3,Monday,1,34,Female,France,Toronto,Premium,PROD01763,Groceries,Dairy,Trendify,28.25,4,0,0.0,No,10.97,6.74,130.71,Bank Transfer,Mobile,Email,Gold,Express,East,0,Delivered,No,4.5,2038.04,24.75,32.35,Spring,No,No
617000,CUST007913,2025-03-03,2025,3,3,Monday,1,39,Female,Pakistan,Riyadh,Returning,PROD02148,Fashion,Women Clothing,ValueMax,152.68,3,15,68.71,Yes,23.03,30.8,443.16,Wallet,Mobile,Social Media,Silver,Same Day,South,6,Shipped,No,4.1,2486.06,16.5,73.12,Spring,No,Yes
620190,CUST000626,2025-03-03,2025,3,3,Monday,1,43,Male,United States,Berlin,New,PROD01754,Books,Fiction,Apex,23.43,3,25,17.57,Yes,20.48,6.56,79.76,Debit Card,Desktop,Paid Ads,Standard,Same Day,West,0,Delivered,No,3.5,325.52,14.56,11.61,Spring,No,No
618544,CUST006325,2025-03-03,2025,3,3,Monday,1,32,Female,Pakistan,Karachi,New,PROD02020,Fashion,Women Clothing,ValueMax,54.59,1,0,0.0,Yes,8.62,2.95,66.16,Debit Card,Mobile,Paid Ads,Gold,Express,South,4,Cancelled,No,4.2,1087.91,27.31,18.07,Spring,No,No
611514,CUST005727,2025-03-03,2025,3,3,Monday,1,43,Female,Pakistan,Riyadh,Returning,PROD00900,Home & Kitchen,Furniture,Nova,109.94,1,0,0.0,No,14.32,7.4,131.66,PayPal,Mobile,Direct,Standard,Express,West,6,Delivered,No,4.0,473.15,18.34,24.15,Spring,No,No
603281,CUST007804,2025-03-03,2025,3,3,Monday,1,18,Female,Australia,Karachi,New,PROD01629,Groceries,Fresh Produce,Trendify,17.92,3,10,5.38,Yes,5.87,4.54,58.79,Cash on Delivery,Mobile,Organic Search,Standard,Standard,Central,3,Delivered,No,3.3,322.52,21.37,12.56,Spring,No,No
602716,CUST000446,2025-03-03,2025,3,3,Monday,1,26,Male,United Kingdom,Toronto,Loyal,PROD00452,Home & Kitchen,Furniture,FreshMart,232.57,3,25,174.43,Yes,7.0,46.28,576.56,Wallet,Mobile,Paid Ads,Standard,Standard,East,5,Delivered,No,4.1,9716.34,32.29,186.17,Spring,No,Yes
621232,CUST007916,2025-03-03,2025,3,3,Monday,1,18,Male,France,Dubai,New,PROD00489,Home & Kitchen,Appliances,QuickCart,150.36,2,10,30.07,Yes,16.05,17.61,304.31,Cash on Delivery,Tablet,Email,Silver,Same Day,West,0,Returned,Yes,3.0,5363.77,29.87,90.9,Spring,No,No
602782,CUST004939,2025-03-04,2025,3,4,Tuesday,1,59,Male,France,Sydney,New,PROD02409,Fashion,Shoes,QuickCart,52.47,4,0,0.0,No,7.42,21.78,239.08,Cash on Delivery,Desktop,Organic Search,Gold,Standard,West,8,Delivered,No,3.5,4385.26,27.86,66.61,Spring,No,No
624138,CUST000946,2025-03-04,2025,3,4,Tuesday,1,47,Male,United States,Mumbai,Loyal,PROD00181,Beauty,Makeup,Nova,21.72,2,20,8.69,Yes,12.06,3.5,50.31,Bank Transfer,Mobile,Paid Ads,Gold,Express,East,6,Delivered,No,4.6,1491.48,17.79,8.95,Spring,No,No
609406,CUST000925,2025-03-04,2025,3,4,Tuesday,1,33,Female,Pakistan,Dubai,Returning,PROD02348,Sports,Equipment,Nova,110.6,3,0,0.0,Yes,6.28,15.85,353.93,Credit Card,Mobile,Direct,Silver,Pickup,South,6,Returned,Yes,3.3,2204.38,25.23,89.3,Spring,No,No
616274,CUST008578,2025-03-04,2025,3,4,Tuesday,1,19,Other,Australia,Dubai,Loyal,PROD00569,Home & Kitchen,Decor,FreshMart,121.49,3,25,91.12,Yes,7.26,14.64,295.25,PayPal,Mobile,Direct,Gold,Standard,South,4,Processing,No,3.9,2340.75,9.92,29.29,Spring,No,No
600932,CUST003349,2025-03-04,2025,3,4,Tuesday,1,29,Other,United States,Sydney,Loyal,PROD00840,Fashion,Women Clothing,Trendify,34.89,3,0,0.0,Yes,21.91,3.99,130.57,PayPal,Tablet,Email,Standard,Same Day,West,0,Processing,No,4.5,1082.95,34.26,44.73,Spring,Yes,No
602862,CUST001192,2025-03-04,2025,3,4,Tuesday,1,29,Male,Pakistan,New York,Loyal,PROD00639,Books,Education,PrimePlus,34.8,4,25,34.8,Yes,17.85,15.93,138.18,PayPal,Mobile,Referral,Standard,Express,South,6,Processing,No,4.3,2747.38,21.62,29.87,Spring,No,No
617100,CUST001130,2025-03-04,2025,3,4,Tuesday,1,66,Female,Germany,Sydney,Returning,PROD00134,Groceries,Beverages,Trendify,14.06,5,15,10.54,Yes,13.14,3.89,76.79,Debit Card,Mobile,Referral,Standard,Pickup,North,6,Shipped,No,5.0,857.56,14.13,10.85,Spring,No,No
602857,CUST005883,2025-03-04,2025,3,4,Tuesday,1,36,Male,Germany,Karachi,Returning,PROD01324,Beauty,Makeup,Zenith,33.13,2,10,6.63,Yes,10.95,6.16,76.74,Wallet,Mobile,Direct,Silver,Express,West,0,Delivered,No,4.0,1292.2,30.76,23.61,Spring,No,No
608258,CUST005881,2025-03-04,2025,3,4,Tuesday,1,29,Male,Saudi Arabia,Paris,Loyal,PROD01395,Groceries,Fresh Produce,UrbanCo,17.98,4,20,14.38,Yes,7.58,2.29,67.41,Debit Card,Mobile,Direct,Silver,Standard,Central,8,Shipped,No,5.0,1280.63,16.69,11.25,Spring,No,No
608694,CUST002349,2025-03-04,2025,3,4,Tuesday,1,54,Male,India,Sydney,Returning,PROD00753,Groceries,Beverages,Nova,19.13,4,10,7.65,Yes,10.02,4.08,82.97,PayPal,Desktop,Referral,Standard,Standard,West,10,Delivered,No,4.2,470.02,30.06,24.94,Spring,No,No
627126,CUST007435,2025-03-04,2025,3,4,Tuesday,1,33,Female,Pakistan,Sydney,New,PROD02380,Beauty,Fragrance,FreshMart,35.67,2,5,3.57,No,0.0,6.77,74.54,Debit Card,Tablet,Organic Search,Gold,Standard,West,6,Delivered,No,4.5,907.8,22.23,16.57,Spring,No,No
621434,CUST008293,2025-03-04,2025,3,4,Tuesday,1,33,Female,India,Riyadh,Loyal,PROD00530,Groceries,Snacks,FreshMart,14.7,1,0,0.0,No,4.01,1.16,19.87,PayPal,Desktop,Social Media,Silver,Standard,East,8,Shipped,No,5.0,577.89,24.32,4.83,Spring,No,No
612722,CUST003125,2025-03-04,2025,3,4,Tuesday,1,36,Female,India,Riyadh,New,PROD01534,Groceries,Fresh Produce,ValueMax,9.36,4,0,0.0,No,13.08,3.39,53.91,Credit Card,Desktop,Social Media,Standard,Express,South,4,Processing,No,4.0,335.28,36.61,19.74,Spring,No,No
609805,CUST008894,2025-03-04,2025,3,4,Tuesday,1,19,Male,Germany,Sydney,Returning,PROD00557,Groceries,Beverages,Zenith,9.46,2,0,0.0,No,5.61,0.8,25.33,Bank Transfer,Desktop,Email,Silver,Standard,East,3,Delivered,No,3.9,217.65,31.28,7.92,Spring,No,No
629443,CUST008562,2025-03-04,2025,3,4,Tuesday,1,30,Female,Pakistan,Berlin,Returning,PROD01993,Groceries,Fresh Produce,Nova,18.92,5,35,33.11,Yes,9.91,4.52,75.92,Cash on Delivery,Desktop,Referral,Standard,Standard,North,7,Processing,No,3.9,655.3,8.82,6.7,Spring,No,No
629358,CUST002869,2025-03-04,2025,3,4,Tuesday,1,43,Female,Germany,Paris,Returning,PROD00384,Fashion,Men Clothing,Zenith,36.5,4,30,43.8,Yes,18.57,10.58,131.35,Bank Transfer,Tablet,Direct,Standard,Express,East,3,Delivered,No,5.0,1589.19,10.99,14.44,Spring,No,No
629096,CUST000548,2025-03-04,2025,3,4,Tuesday,1,27,Female,India,London,Premium,PROD01038,Beauty,Fragrance,Trendify,37.36,2,15,11.21,Yes,5.68,7.83,77.02,Credit Card,Mobile,Social Media,Standard,Standard,West,7,Delivered,No,3.3,2568.95,14.61,11.25,Spring,Yes,No
622080,CUST005563,2025-03-04,2025,3,4,Tuesday,1,34,Female,Canada,London,New,PROD00126,Groceries,Snacks,PrimePlus,15.32,2,15,4.6,Yes,5.81,1.34,33.19,Cash on Delivery,Mobile,Paid Ads,Standard,Standard,Central,5,Shipped,No,4.7,430.37,10.58,3.51,Spring,No,No
620845,CUST003764,2025-03-05,2025,3,5,Wednesday,1,22,Female,India,Dubai,Loyal,PROD02250,Sports,Equipment,PrimePlus,92.68,4,35,129.75,Yes,8.45,27.17,276.59,Wallet,Desktop,Referral,Standard,Standard,North,8,Delivered,No,4.1,5223.07,12.91,35.71,Spring,No,No
629746,CUST008038,2025-03-05,2025,3,5,Wednesday,1,39,Female,Saudi Arabia,Mumbai,Loyal,PROD00318,Electronics,Mobile,UrbanCo,327.91,3,0,0.0,No,8.88,110.26,1102.87,Wallet,Tablet,Organic Search,Standard,Standard,West,5,Delivered,No,3.9,18680.04,25.68,283.22,Spring,No,Yes
604487,CUST004831,2025-03-05,2025,3,5,Wednesday,1,44,Female,France,Sydney,Loyal,PROD00097,Books,Non-Fiction,ValueMax,36.2,2,20,14.48,Yes,0.0,6.32,64.24,Debit Card,Tablet,Email,Platinum,Standard,West,6,Delivered,No,4.3,1782.15,15.76,10.12,Spring,No,No
